File,Frame,X,Y,Z
-,8577,-85.280167,-18.254808,-8.259647
-,8578,-85.527985,-18.239937,-8.306849
-,8579,-85.876228,-18.161863,-8.536432
-,8580,-86.414383,-18.236582,-8.705721
-,8581,-86.873917,-18.497185,-8.788879
-,8582,-87.196922,-18.90789,-8.99445
-,8583,-87.74704,-19.172911,-9.089905
-,8584,-88.403114,-19.42605,-9.263179
-,8585,-88.758675,-19.573954,-9.585488
-,8586,-89.173546,-19.829987,-9.910549
-,8587,-89.985359,-20.165247,-10.576735
-,8588,-90.582825,-20.313505,-10.963882
-,8589,-91.050743,-20.655527,-11.407477
-,8590,-91.596573,-21.326239,-11.867142
-,8591,-91.992462,-21.642809,-12.344966
-,8592,-92.3442,-22.363701,-13.107262
-,8593,-92.483795,-22.854507,-13.591333
-,8594,-92.696648,-23.24789,-14.186394
-,8595,-92.919296,-23.703856,-14.897044
-,8596,-92.892258,-24.125248,-15.649085
-,8597,-92.684891,-24.828239,-16.610395
-,8598,-92.265984,-25.547731,-17.352312
-,8599,-91.67617,-26.374464,-18.051193
-,8600,-90.756828,-27.484573,-18.85033
-,8601,-89.061775,-29.490412,-19.227411
-,8602,-86.733696,-32.093296,-19.053129
-,8603,-83.418213,-34.612831,-18.357441
-,8604,-78.637688,-37.406178,-15.743438
-,8605,-73.004829,-39.576023,-11.643744
-,8606,-66.193687,-40.904858,-7.058204
-,8607,-59.666649,-40.703419,-2.602338
-,8608,-53.827923,-38.648693,1.195038
-,8609,-49.234844,-35.376888,3.190274
-,8610,-45.796513,-31.577457,4.719566
-,8611,-43.727509,-28.350014,4.594686
-,8612,-42.835148,-25.492884,3.226743
-,8613,-45.152695,-24.731613,-0.413916
-,8614,-48.543674,-24.623936,-2.447083
-,8615,-52.005619,-25.120211,-2.692758
-,8616,-54.693817,-26.416922,-1.790559
-,8617,-57.087406,-27.840162,-1.046985
-,8618,-59.139004,-29.023762,-1.06781
-,8619,-60.954445,-29.56987,-2.302427
-,8620,-62.658508,-29.479557,-4.216654
-,8621,-64.374039,-28.963024,-6.097625
-,8622,-66.242134,-28.011419,-7.395359
-,8623,-67.844093,-26.626587,-8.48155
-,8624,-69.180367,-25.275177,-8.744931
-,8625,-70.717285,-24.33634,-9.071669
-,8626,-72.01487,-23.779299,-9.327152
-,8627,-73.342369,-23.948948,-10.53254
-,8628,-74.492462,-24.000803,-11.266682
-,8629,-75.475082,-24.574312,-11.78619
-,8630,-76.131241,-25.179096,-11.956421
-,8631,-76.516144,-25.996922,-12.134312
-,8632,-76.900291,-26.51622,-12.103335
-,8633,-77.136795,-26.503752,-11.755974
-,8634,-77.186707,-26.173569,-12.055254
-,8635,-77.253586,-25.116087,-12.053628
-,8636,-76.872353,-24.256849,-12.277182
-,8637,-76.503746,-23.859879,-12.642526
-,8638,-76.308807,-23.821228,-13.258079
-,8639,-76.342133,-23.992392,-14.323289
-,8640,-76.453018,-24.591187,-14.863709
-,8641,-76.610229,-25.131584,-15.004802
-,8642,-76.648071,-25.567112,-14.981433
-,8643,-76.815239,-25.276508,-14.689763
-,8644,-77.020172,-24.598942,-14.410427
-,8645,-76.886482,-24.121735,-14.470398
-,8646,-77.042114,-24.087589,-15.306628
-,8647,-77.48645,-24.847803,-16.374422
-,8648,-78.230637,-25.79635,-16.995934
-,8649,-78.804817,-26.452587,-16.269293
-,8650,-79.063583,-26.379314,-15.054082
-,8651,-78.915115,-26.48806,-13.554455
-,8652,-77.96067,-27.62236,-11.270741
-,8653,-74.071571,-29.360231,-7.799613
-,8654,-69.529732,-28.979271,-5.367246
-,8655,-67.68129,-25.063902,-5.931189
-,8656,-67.153709,-21.622002,-6.931939
-,8657,-67.459808,-19.651951,-6.087737
-,8658,-68.521866,-18.286146,-5.926641
-,8659,-69.874779,-17.257141,-6.260582
-,8660,-71.050453,-17.120136,-6.265748
-,8661,-72.097809,-17.87454,-6.362958
-,8662,-73.046791,-18.706026,-6.327452
-,8663,-73.817696,-18.981487,-6.211057
-,8664,-74.324615,-19.100115,-6.087811
-,8665,-74.964958,-19.135098,-6.050487
-,8666,-75.55275,-18.974712,-6.141473
-,8667,-76.055275,-18.846327,-6.354857
-,8668,-76.423264,-18.799843,-6.413621
-,8669,-76.707787,-18.630833,-6.419355
-,8670,-77.052094,-18.338617,-6.301775
-,8671,-77.588196,-17.925537,-6.672746
-,8672,-77.888626,-17.566271,-6.639107
-,8673,-78.190025,-17.193432,-6.892143
-,8674,-78.59153,-16.849863,-6.957444
-,8675,-78.774551,-17.041473,-7.01136
-,8676,-78.973953,-17.327976,-6.937583
-,8677,-79.444519,-17.698433,-6.854074
-,8678,-79.750519,-18.165379,-6.785642
-,8679,-80.00383,-18.529322,-6.894804
-,8680,-80.26944,-18.72781,-7.002484
-,8681,-80.568451,-18.488556,-7.125511
-,8682,-80.960144,-18.310402,-7.228844
-,8683,-81.448853,-18.083189,-7.581532
-,8684,-81.695045,-18.039774,-7.504195
-,8685,-82.208138,-18.182573,-7.691321
-,8686,-82.540573,-18.288862,-7.607392
-,8687,-82.940987,-18.73378,-7.818695
-,8688,-83.400856,-18.656197,-8.109339
-,8689,-83.683998,-18.997795,-8.099223
-,8690,-84.341225,-18.954773,-8.032164
-,8691,-84.525795,-18.867664,-8.223351
-,8692,-84.907433,-18.657286,-8.372921
-,8693,-85.395477,-18.562361,-8.46065
-,8694,-85.722191,-18.557104,-8.574219
-,8695,-86.109734,-18.610132,-8.779482
-,8696,-86.534119,-19.12509,-8.868307
-,8697,-87.041695,-19.47073,-9.036543
-,8698,-87.634987,-19.767269,-9.256777
-,8699,-88.136261,-20.21995,-9.545398
-,8700,-88.735504,-20.392628,-9.923093
-,8701,-89.326698,-20.626158,-10.302448
-,8702,-90.054611,-20.77614,-10.747533
-,8703,-90.748627,-21.088341,-11.295508
-,8704,-91.431,-21.410049,-11.788108
-,8705,-92.059219,-21.850143,-12.258823
-,8706,-92.91172,-22.216503,-12.928926
-,8707,-93.590599,-22.885616,-13.587967
-,8708,-93.800934,-23.614443,-14.01445
-,8709,-94.060814,-24.131332,-14.503574
-,8710,-94.082474,-24.390848,-15.353147
-,8711,-94.07177,-24.707436,-15.847095
-,8712,-93.923569,-25.211754,-16.569536
-,8713,-93.631912,-25.901342,-17.267096
-,8714,-93.067696,-26.726913,-17.962278
-,8715,-92.414383,-27.6991,-18.64682
-,8716,-91.19709,-29.091251,-19.354099
-,8717,-89.695526,-31.163483,-19.732149
-,8718,-87.445045,-33.311504,-19.687607
-,8719,-84.35894,-35.388817,-18.796785
-,8720,-80.297012,-37.130138,-16.830338
-,8721,-74.866264,-38.783237,-13.3138
-,8722,-68.796486,-39.745941,-9.816418
-,8723,-62.694061,-39.333462,-6.510406
-,8724,-56.78611,-37.975739,-2.911624
-,8725,-51.772827,-35.365314,0.11565
-,8726,-47.516186,-32.212585,1.931364
-,8727,-44.252808,-29.088997,3.211825
-,8728,-42.085484,-26.382851,2.687168
-,8729,-42.723358,-24.916916,0.308815
-,8730,-45.821514,-24.829414,-1.837111
-,8731,-49.668854,-25.288708,-2.988017
-,8732,-53.295593,-26.475031,-2.227829
-,8733,-56.135189,-28.018116,-1.381314
-,8734,-58.888329,-29.542997,-0.954751
-,8735,-60.86256,-30.214609,-1.971059
-,8736,-62.829895,-30.237528,-3.580761
-,8737,-64.803848,-29.594603,-5.708115
-,8738,-66.65239,-28.26083,-8.110505
-,8739,-68.671043,-26.631199,-9.547263
-,8740,-70.12294,-25.073298,-10.270727
-,8741,-71.938164,-23.472836,-10.768501
-,8742,-73.375771,-22.613192,-10.974167
-,8743,-74.814766,-22.713348,-11.799129
-,8744,-76.146454,-22.926451,-12.236408
-,8745,-77.235367,-23.682098,-12.689501
-,8746,-77.789894,-24.663698,-13.32373
-,8747,-78.174072,-25.766699,-13.417705
-,8748,-78.298752,-26.617193,-13.436714
-,8749,-78.270546,-26.975475,-13.383083
-,8750,-78.203423,-26.741787,-13.60261
-,8751,-77.799667,-26.098984,-13.750464
-,8752,-77.165596,-25.454548,-13.868032
-,8753,-76.673256,-24.990261,-14.255404
-,8754,-76.535622,-24.895811,-14.737841
-,8755,-76.51001,-25.161219,-16.067606
-,8756,-76.70977,-25.204308,-17.37257
-,8757,-76.883308,-25.618137,-18.409536
-,8758,-77.072952,-25.884239,-18.582663
-,8759,-77.49305,-26.336145,-18.721161
-,8760,-77.688927,-26.770552,-18.880331
-,8761,-77.693108,-27.144161,-19.107445
-,8762,-78.064697,-28.071608,-20.225199
-,8763,-78.575165,-29.703075,-21.492744
-,8764,-79.332985,-30.645079,-21.856298
-,8765,-79.549133,-30.641308,-20.619492
-,8766,-78.541451,-30.094156,-17.637833
-,8767,-77.916245,-29.730421,-14.752957
-,8768,-75.506119,-30.875963,-11.071745
-,8769,-70.656212,-31.945778,-6.690755
-,8770,-66.931175,-29.067451,-4.825089
-,8771,-65.621841,-24.054552,-5.659355
-,8772,-65.58297,-21.046619,-6.031721
-,8773,-66.978424,-19.322523,-6.024078
-,8774,-68.759071,-17.390348,-6.747349
-,8775,-70.070984,-16.69503,-7.13557
-,8776,-71.591995,-17.254812,-7.220505
-,8777,-72.727402,-17.903042,-7.17563
-,8778,-73.530907,-18.67041,-6.784798
-,8779,-74.33268,-19.241976,-6.386644
-,8780,-74.849396,-19.594591,-6.032485
-,8781,-75.475166,-19.488626,-5.994108
-,8782,-76.035072,-18.917814,-6.26932
-,8783,-76.483643,-18.07954,-6.659781
-,8784,-76.709587,-17.147373,-6.784934
-,8785,-76.993706,-16.146286,-7.035191
-,8786,-77.287605,-15.153193,-7.160388
-,8787,-77.711281,-14.435718,-7.259362
-,8788,-77.888367,-14.245147,-7.500565
-,8789,-78.217644,-14.045871,-7.451585
-,8790,-78.571289,-14.244149,-7.250631
-,8791,-78.742836,-14.591591,-7.083035
-,8792,-78.980103,-15.091186,-6.986907
-,8793,-79.13575,-15.452482,-6.872779
-,8794,-79.236107,-15.729654,-6.790842
-,8795,-79.306984,-15.912099,-6.854836
-,8796,-79.377586,-15.879961,-6.751939
-,8797,-79.506935,-15.961985,-6.862075
-,8798,-79.695534,-15.971947,-6.863257
-,8799,-79.884621,-15.955435,-6.813895
-,8800,-79.813988,-16.347464,-6.668769
-,8801,-80.106018,-16.567705,-6.632425
-,8802,-80.199844,-17.007723,-6.632904
-,8803,-80.418686,-17.077963,-6.584045
-,8804,-81.005936,-17.29962,-6.689348
-,8805,-81.311333,-17.386192,-6.905502
-,8806,-81.646057,-17.748802,-7.004659
-,8807,-82.39814,-17.392895,-7.273673
-,8808,-82.753868,-17.396202,-7.359176
-,8809,-83.281929,-17.501205,-7.596519
-,8810,-84.20742,-17.282452,-7.856472
-,8811,-84.553116,-17.701176,-7.933879
-,8812,-85.12207,-18.012632,-8.159314
-,8813,-85.873009,-18.587717,-8.40397
-,8814,-86.565758,-19.054428,-8.746622
-,8815,-87.288986,-19.224588,-9.040081
-,8816,-87.975075,-19.448385,-9.601193
-,8817,-88.679726,-19.691124,-10.138459
-,8818,-89.223892,-19.83128,-10.741529
-,8819,-89.725227,-20.096928,-11.09373
-,8820,-90.072906,-20.416428,-11.72195
-,8821,-90.522964,-20.764246,-12.285336
-,8822,-91.059433,-21.034138,-13.324806
-,8823,-91.12738,-21.432068,-14.078145
-,8824,-91.330719,-21.646193,-14.776459
-,8825,-91.292702,-22.066021,-15.552757
-,8826,-91.166,-22.562243,-16.429672
-,8827,-90.876877,-23.169151,-17.261808
-,8828,-90.372108,-23.455099,-18.048492
-,8829,-89.450478,-24.070045,-18.585138
-,8830,-88.244888,-25.053896,-18.847338
-,8831,-86.336731,-26.686279,-19.393747
-,8832,-83.76123,-29.23415,-19.230352
-,8833,-80.348076,-31.917381,-18.314148
-,8834,-75.808067,-34.472984,-15.904053
-,8835,-69.836151,-37.490353,-11.142432
-,8836,-62.945274,-38.774178,-6.688305
-,8837,-56.981136,-38.424347,-2.479618
-,8838,-51.836826,-36.267052,0.717583
-,8839,-47.287464,-33.047264,2.86369
-,8840,-44.117512,-29.284706,4.153233
-,8841,-42.251095,-25.821711,3.818285
-,8842,-42.273987,-23.37285,2.205924
-,8843,-45.216015,-22.88732,-0.606231
-,8844,-49.285664,-22.921974,-2.192975
-,8845,-52.905144,-23.722128,-2.26068
-,8846,-56.184208,-25.140623,-1.791096
-,8847,-59.181282,-26.553295,-1.828673
-,8848,-61.562935,-27.679277,-2.612978
-,8849,-63.965004,-27.976992,-4.447744
-,8850,-66.288132,-27.692776,-6.215383
-,8851,-68.54493,-27.020742,-7.911525
-,8852,-70.491531,-25.968565,-8.839739
-,8853,-72.119621,-24.879238,-9.27434
-,8854,-73.536339,-23.633034,-9.295735
-,8855,-74.818031,-23.010471,-9.723457
-,8856,-75.898361,-22.960903,-10.546868
-,8857,-76.891205,-23.109501,-11.328864
-,8858,-77.541573,-23.51108,-11.469751
-,8859,-78.083717,-24.205275,-11.585785
-,8860,-78.463364,-24.893318,-12.049734
-,8861,-78.749825,-25.354546,-12.18913
-,8862,-78.771126,-25.496405,-12.290996
-,8863,-78.764893,-24.998049,-12.627487
-,8864,-78.653,-24.248653,-12.8919
-,8865,-78.151657,-23.700975,-13.171326
-,8866,-77.629578,-23.596918,-13.364273
-,8867,-77.328819,-23.750504,-13.566726
-,8868,-77.358139,-24.073574,-14.26771
-,8869,-77.438576,-24.79122,-14.746623
-,8870,-77.607254,-25.40653,-15.08782
-,8871,-77.638153,-25.801266,-14.973655
-,8872,-77.545654,-25.770002,-14.890393
-,8873,-77.515739,-25.604145,-14.578617
-,8874,-77.101509,-25.232841,-14.154865
-,8875,-77.268883,-24.956081,-14.501204
-,8876,-77.808846,-25.176979,-15.574974
-,8877,-78.547279,-25.582739,-16.375532
-,8878,-78.834267,-25.624247,-16.064882
-,8879,-77.838776,-25.119438,-13.473396
-,8880,-76.25914,-25.101614,-11.488244
-,8881,-73.212944,-26.843683,-8.558701
-,8882,-68.68679,-28.62079,-4.766696
-,8883,-65.632866,-27.172356,-3.672772
-,8884,-64.988647,-24.637552,-3.606544
-,8885,-65.937393,-23.45944,-3.691097
-,8886,-66.986404,-22.139099,-3.602785
-,8887,-68.372849,-20.417103,-4.44004
-,8888,-69.598618,-19.791363,-4.896821
-,8889,-70.640526,-19.869501,-4.949952
-,8890,-71.738243,-20.252964,-5.316922
-,8891,-72.353516,-20.122246,-5.238908
-,8892,-73.096237,-19.937414,-5.18812
-,8893,-73.896439,-19.346294,-5.25277
-,8894,-74.543541,-19.04471,-5.392454
-,8895,-75.16584,-18.729626,-5.845197
-,8896,-75.821251,-18.292627,-6.230223
-,8897,-76.355293,-18.111456,-6.320417
-,8898,-76.689804,-17.933649,-6.36178
-,8899,-77.088531,-17.874342,-6.514059
-,8900,-77.489975,-17.55566,-6.772334
-,8901,-78.010048,-17.272169,-6.998279
-,8902,-78.179138,-17.139391,-7.097123
-,8903,-78.627083,-16.998976,-7.460631
-,8904,-78.8647,-17.200819,-7.452736
-,8905,-79.289627,-17.418732,-7.555419
-,8906,-79.347549,-17.675762,-7.38984
-,8907,-79.573822,-17.989544,-7.515654
-,8908,-79.53421,-18.164345,-7.484171
-,8909,-79.742104,-18.324821,-7.4637
-,8910,-79.872627,-18.327034,-7.503203
-,8911,-80.207832,-18.515049,-7.241473
-,8912,-80.273621,-18.355835,-7.485579
-,8913,-80.55957,-18.479921,-7.45983
-,8914,-80.835785,-18.383249,-7.685847
-,8915,-80.915375,-18.752733,-7.520613
-,8916,-81.321815,-18.969187,-7.812375
-,8917,-81.69323,-19.323767,-7.870126
-,8918,-82.049866,-19.832939,-8.152255
-,8919,-82.291687,-20.379179,-7.977671
-,8920,-82.882614,-20.420979,-8.225777
-,8921,-83.271881,-20.60705,-8.524391
-,8922,-83.733093,-20.635654,-8.667002
-,8923,-84.385345,-20.52927,-8.93638
-,8924,-84.816261,-20.798758,-9.131416
-,8925,-85.300606,-21.138731,-9.358414
-,8926,-85.775475,-21.60972,-9.667862
-,8927,-86.503944,-21.878344,-10.021029
-,8928,-87.196037,-22.181627,-10.292426
-,8929,-87.873528,-22.348267,-10.707525
-,8930,-88.678017,-22.651241,-11.207571
-,8931,-89.506355,-22.706205,-11.754558
-,8932,-90.465843,-22.965492,-12.271613
-,8933,-91.108711,-23.472969,-12.937181
-,8934,-91.619331,-24.041494,-13.458638
-,8935,-92.413071,-24.156256,-13.991992
-,8936,-92.965385,-24.54454,-14.541029
-,8937,-93.274117,-24.995296,-15.032137
-,8938,-93.430237,-25.302193,-15.549454
-,8939,-93.295441,-25.630287,-16.252781
-,8940,-93.093758,-26.047762,-17.05389
-,8941,-92.791779,-26.702625,-17.619282
-,8942,-92.159515,-27.562376,-18.293491
-,8943,-91.266357,-28.581596,-18.894453
-,8944,-89.889786,-30.367813,-19.581812
-,8945,-87.797623,-32.890503,-19.773876
-,8946,-84.89946,-35.497185,-19.287891
-,8947,-80.840477,-37.871334,-17.537281
-,8948,-76.073105,-39.629711,-14.498568
-,8949,-70.362434,-41.061897,-10.933604
-,8950,-64.348091,-41.474121,-7.703625
-,8951,-58.706501,-40.396507,-3.813431
-,8952,-53.601494,-37.712063,-0.622379
-,8953,-49.290356,-34.217014,1.530846
-,8954,-45.29842,-30.293091,3.708807
-,8955,-42.590424,-26.827841,3.858112
-,8956,-41.335304,-23.700001,2.54224
-,8957,-42.828659,-22.436281,-0.799182
-,8958,-46.113552,-21.993679,-3.177493
-,8959,-49.807926,-22.391806,-3.852523
-,8960,-53.565517,-23.70874,-3.376848
-,8961,-57.028477,-25.60022,-2.587189
-,8962,-60.307526,-27.484974,-2.653908
-,8963,-62.880772,-28.729193,-3.451962
-,8964,-65.227936,-29.253561,-5.287711
-,8965,-67.427132,-28.9802,-7.409762
-,8966,-69.363548,-28.33005,-9.495513
-,8967,-71.533669,-26.902954,-11.082405
-,8968,-73.816536,-25.385233,-12.146707
-,8969,-75.941338,-24.915983,-14.273162
-,8970,-76.845192,-23.927082,-13.168282
-,8971,-77.737427,-23.709332,-12.974953
-,8972,-78.3498,-24.001423,-13.595843
-,8973,-78.892754,-24.387516,-14.335562
-,8974,-79.082809,-24.789703,-14.690793
-,8975,-79.06778,-25.482426,-14.859097
-,8976,-79.038361,-25.624208,-14.968336
-,8977,-79.005737,-25.438824,-14.751877
-,8978,-78.424377,-25.070444,-14.492958
-,8979,-77.843674,-24.768133,-14.244766
-,8980,-77.188469,-24.336702,-14.15555
-,8981,-76.94001,-24.234392,-14.251245
-,8982,-76.798416,-24.489647,-15.0931
-,8983,-76.806732,-24.82123,-16.305845
-,8984,-76.992043,-25.235464,-17.591297
-,8985,-76.976509,-25.870014,-18.315794
-,8986,-76.987793,-26.527958,-18.883017
-,8987,-77.343163,-27.144705,-18.785913
-,8988,-77.32666,-27.732664,-18.272879
-,8989,-77.469177,-28.736105,-18.179319
-,8990,-77.951874,-30.012135,-19.391319
-,8991,-78.999702,-30.898909,-20.742289
-,8992,-79.725449,-31.126942,-21.16445
-,8993,-79.035347,-30.584112,-18.403032
-,8994,-77.998329,-30.017254,-14.711046
-,8995,-75.795853,-31.361725,-11.538036
-,8996,-71.557205,-33.380527,-7.261
-,8997,-67.482788,-32.704884,-4.51113
-,8998,-66.707306,-28.873772,-5.109245
-,8999,-68.296585,-25.81354,-6.765927
-,9000,-69.642822,-23.639311,-7.283308
-,9001,-69.951912,-21.137985,-6.915842
-,9002,-70.772446,-19.604755,-7.11527
-,9003,-71.872871,-19.011942,-7.131298
-,9004,-72.831032,-19.015844,-6.928325
-,9005,-73.854134,-19.704233,-6.620942
-,9006,-74.675552,-20.621727,-6.073714
-,9007,-75.16275,-21.3993,-5.475052
-,9008,-75.710716,-22.006226,-5.131176
-,9009,-76.442825,-21.848284,-5.193419
-,9010,-77.329414,-21.297901,-5.487082
-,9011,-77.99511,-20.665638,-5.8328
-,9012,-78.65023,-19.772614,-6.098191
-,9013,-79.150909,-18.723259,-6.533699
-,9014,-79.482193,-17.735867,-6.956741
-,9015,-79.975029,-16.957878,-7.37742
-,9016,-80.414406,-16.65555,-7.51764
-,9017,-80.9021,-16.922329,-7.648277
-,9018,-81.157631,-17.422485,-7.582343
-,9019,-81.439087,-18.076971,-7.351395
-,9020,-81.674477,-18.493864,-7.167188
-,9021,-81.788582,-18.516806,-7.092786
-,9022,-81.867622,-18.208563,-7.171309
-,9023,-82.163651,-17.545534,-7.381129
-,9024,-82.206001,-17.107088,-7.493663
-,9025,-82.196693,-16.85281,-7.61115
-,9026,-82.425072,-16.917728,-7.495054
-,9027,-82.679123,-17.061308,-7.455554
-,9028,-82.668457,-17.511223,-7.312505
-,9029,-82.943184,-17.90801,-7.370716
-,9030,-83.062805,-18.254644,-7.288066
-,9031,-83.150146,-18.211977,-7.410795
-,9032,-83.472832,-18.359337,-7.492467
-,9033,-83.802185,-18.541529,-7.637166
-,9034,-83.919373,-18.488451,-7.558404
-,9035,-84.239227,-18.739244,-7.955778
-,9036,-84.542946,-18.765511,-8.089242
-,9037,-84.822693,-19.223,-8.083582
-,9038,-85.40979,-19.654253,-8.195135
-,9039,-85.468307,-20.691462,-8.338153
-,9040,-85.968727,-21.348351,-8.327339
-,9041,-86.746284,-21.812094,-8.609256
-,9042,-87.135513,-22.362745,-8.739042
-,9043,-87.724411,-22.486643,-8.997476
-,9044,-88.364326,-22.613676,-9.386137
-,9045,-88.840416,-22.670282,-9.544902
-,9046,-89.484253,-22.969526,-9.824398
-,9047,-90.062012,-23.213057,-10.293189
-,9048,-90.487587,-23.680111,-10.490276
-,9049,-90.865631,-23.996841,-10.921102
-,9050,-91.110199,-24.228973,-11.471949
-,9051,-91.438454,-24.459059,-12.052628
-,9052,-91.56675,-24.825512,-12.708672
-,9053,-91.409233,-25.285107,-13.351542
-,9054,-91.197754,-25.860783,-13.984713
-,9055,-90.731285,-26.455561,-14.62785
-,9056,-89.782654,-27.512812,-15.035773
-,9057,-88.525108,-28.716995,-15.420305
-,9058,-86.850006,-30.577715,-15.556081
-,9059,-84.208817,-33.004322,-14.829574
-,9060,-80.762878,-36.070862,-13.497833
-,9061,-76.305634,-38.982681,-10.723074
-,9062,-71.250725,-41.066502,-7.552091
-,9063,-66.241226,-42.130661,-4.51691
-,9064,-61.869331,-41.65918,-2.188512
-,9065,-57.633541,-40.13131,0.11137
-,9066,-53.693073,-37.578156,1.846345
-,9067,-50.374104,-34.584724,2.991433
-,9068,-47.33823,-31.726892,3.222705
-,9069,-45.28809,-28.929943,2.007348
-,9070,-44.179523,-26.12068,0.020551
-,9071,-45.872433,-24.508556,-4.036792
-,9072,-49.258347,-23.532206,-6.965487
-,9073,-53.095203,-23.341667,-8.104716
-,9074,-56.700661,-24.007093,-8.200251
-,9075,-60.064548,-25.371248,-8.151309
-,9076,-63.042358,-26.750584,-8.590055
-,9077,-65.358131,-27.847195,-9.318899
-,9078,-66.94606,-28.436497,-10.308629
-,9079,-68.218216,-28.790594,-11.049441
-,9080,-69.094963,-28.827234,-11.730248
-,9081,-70.221153,-28.547619,-11.842072
-,9082,-71.558723,-28.130613,-12.041933
-,9083,-73.102737,-28.027336,-12.5014
-,9084,-74.802917,-27.995398,-13.320053
-,9085,-76.657379,-27.878445,-14.05525
-,9086,-77.556557,-28.444307,-14.712284
-,9087,-78.09864,-28.58532,-15.523922
-,9088,-78.673233,-28.516775,-15.78308
-,9089,-79.077972,-28.560764,-16.22941
-,9090,-79.298088,-28.140995,-16.147856
-,9091,-79.43615,-27.595093,-16.341724
-,9092,-79.637039,-27.280098,-16.581585
-,9093,-79.772163,-26.847738,-17.135895
-,9094,-79.773323,-26.70908,-17.781847
-,9095,-79.58577,-26.923304,-18.046585
-,9096,-79.358185,-27.198723,-18.357489
-,9097,-79.088707,-27.644207,-18.313787
-,9098,-79.073448,-28.241688,-18.318899
-,9099,-78.821632,-28.590267,-18.385891
-,9100,-79.0299,-28.937637,-18.984386
-,9101,-79.081245,-29.367409,-19.654486
-,9102,-79.243668,-29.305737,-20.128363
-,9103,-79.371292,-29.201166,-20.527287
-,9104,-79.521133,-29.069405,-20.845863
-,9105,-79.633873,-28.951614,-21.119307
-,9106,-79.838638,-28.684889,-21.54611
-,9107,-80.017982,-28.642771,-22.08799
-,9108,-80.452477,-29.039707,-22.781368
-,9109,-81.270126,-29.659609,-23.431192
-,9110,-81.67469,-30.265703,-23.142868
-,9111,-80.959656,-30.691442,-20.21174
-,9112,-79.988708,-30.728092,-16.503799
-,9113,-78.255928,-31.250858,-13.534964
-,9114,-75.066704,-32.095936,-9.773033
-,9115,-71.384247,-30.733923,-6.945737
-,9116,-70.087967,-25.68928,-6.665805
-,9117,-70.475792,-21.374931,-7.348959
-,9118,-71.339043,-18.998379,-7.329323
-,9119,-72.954597,-17.709389,-7.992496
-,9120,-74.174644,-17.605963,-8.078413
-,9121,-75.314636,-18.284571,-7.832913
-,9122,-76.046638,-18.942471,-7.785943
-,9123,-76.741249,-19.098515,-7.527137
-,9124,-77.152679,-19.198496,-7.019356
-,9125,-77.638718,-19.332302,-6.947972
-,9126,-78.383408,-18.997843,-7.070854
-,9127,-78.800865,-18.73395,-7.194959
-,9128,-79.25824,-18.37586,-7.075019
-,9129,-79.653076,-18.069468,-7.230188
-,9130,-80.037865,-17.183548,-7.378895
-,9131,-80.391006,-16.294941,-7.634543
-,9132,-80.802147,-15.743289,-7.656205
-,9133,-81.15242,-15.956157,-7.678835
-,9134,-81.462296,-16.552338,-7.508645
-,9135,-81.708878,-17.328943,-7.462028
-,9136,-82.045959,-17.909094,-7.379523
-,9137,-82.348663,-18.226021,-7.419908
-,9138,-82.781029,-18.082869,-7.500523
-,9139,-83.001419,-17.777266,-7.564625
-,9140,-83.397499,-17.516272,-7.625601
-,9141,-83.849075,-17.239119,-7.766968
-,9142,-84.122711,-17.156563,-7.875489
-,9143,-84.326065,-17.324694,-8.06584
-,9144,-84.741989,-17.474361,-8.133038
-,9145,-85.181953,-17.797903,-8.279852
-,9146,-85.425308,-18.070478,-8.280286
-,9147,-85.813606,-18.490463,-8.511551
-,9148,-86.069603,-18.657509,-8.813735
-,9149,-86.453735,-18.850222,-8.960836
-,9150,-86.743736,-18.92017,-9.211282
-,9151,-86.958237,-19.116907,-9.47489
-,9152,-87.501633,-19.473881,-9.76291
-,9153,-87.534576,-19.973711,-9.873909
-,9154,-88.061684,-20.35462,-10.307117
-,9155,-88.308456,-20.897259,-10.53981
-,9156,-88.563454,-21.377247,-10.958594
-,9157,-88.816826,-21.923832,-11.284418
-,9158,-89.028038,-22.011028,-11.499106
-,9159,-89.214935,-22.308035,-12.18286
-,9160,-89.3993,-22.554977,-12.634184
-,9161,-89.747063,-23.020134,-13.291485
-,9162,-89.670708,-23.496542,-13.872089
-,9163,-89.644958,-23.810089,-14.475297
-,9164,-89.638519,-24.093975,-15.175977
-,9165,-89.542809,-24.534523,-15.81195
-,9166,-88.86956,-25.318449,-16.272783
-,9167,-88.087418,-26.027906,-16.888508
-,9168,-86.789925,-26.882711,-17.201651
-,9169,-84.90535,-28.223997,-17.16827
-,9170,-82.321045,-29.818577,-16.617062
-,9171,-78.57267,-31.668436,-15.445262
-,9172,-73.642487,-33.639633,-12.310827
-,9173,-67.792931,-35.396774,-9.008076
-,9174,-62.508602,-35.974529,-5.520735
-,9175,-57.176392,-35.668934,-2.154196
-,9176,-52.386948,-34.125099,0.534996
-,9177,-48.012466,-31.56855,2.489143
-,9178,-44.3708,-28.856073,3.323254
-,9179,-42.36005,-26.092527,3.444836
-,9180,-41.982021,-23.838223,1.233878
-,9181,-44.010334,-23.083021,-2.068763
-,9182,-47.658981,-22.276615,-4.015043
-,9183,-50.989342,-22.204454,-4.68512
-,9184,-54.495785,-22.824677,-4.613502
-,9185,-57.622433,-23.631815,-4.601908
